freq,tax,unit,nace_r2,geo\TIME_PERIOD	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,NRG_CO2,MIO_EUR,C30,NL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p
A,NRG_CO2,MIO_EUR,C30,NO	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,NRG_CO2,MIO_EUR,C30,PL	: 	: 	0.04 	0.02 	0.03 	0.1 	0.24 	0.4 	0.16 	0.26 	0.25 
A,NRG_CO2,MIO_EUR,C30,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,C30,RO	0.01 	0.02 	0.02 	0.03 	3.96 	4.27 	0.01 	3.18 	0.03 	14.33 	0.04 
A,NRG_CO2,MIO_EUR,C30,SE	1.77 	1.59 	1.59 	1.49 	1.48 	1.27 	1.07 	0.99 	1.08 	0.94 	0.85 
A,NRG_CO2,MIO_EUR,C30,SI	: 	0 	0 	0 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.02 
A,NRG_CO2,MIO_EUR,C30,SK	0.01 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e
A,NRG_CO2,MIO_EUR,C33,AT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.27 	0.86 
A,NRG_CO2,MIO_EUR,C33,BE	0.02 	0.05 	0 	0 	0 	0 	0.97 	0.94 	0.75 	0 e	0 e
A,NRG_CO2,MIO_EUR,C33,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,C33,CH	0.3 	0.33 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,NRG_CO2,MIO_EUR,C33,CY	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,C33,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,C33,DE	0.03 e	0.02 e	0.07 e	0.08 e	0.15 e	0.31 e	0.52 e	0.55 e	13.79 e	15.51 e	10.52 bep
A,NRG_CO2,MIO_EUR,C33,DK	: 	1.06 	1.05 	1.07 	1.15 	1.31 	1.23 	1.29 	1.36 	1.51 p	1.54 p
A,NRG_CO2,MIO_EUR,C33,EE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,C33,EL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,C33,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,C33,FI	: 	0 	0 	0.23 	0.99 	1.7 	1.69 	1.63 	0.26 	0.28 	0.03 
A,NRG_CO2,MIO_EUR,C33,FR	0 e	3.05 e	6.44 e	10.7 e	16.21 e	23.85 e	25.54 e	21.91 e	24.96 e	24.6 p	23.5 p
A,NRG_CO2,MIO_EUR,C33,HR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,C33,IE	0.39 e	0.66 e	0.47 e	0.4 e	0.68 e	0.64 e	0.38 e	0.42 e	0.48 e	0.57 e	0.66 e
A,NRG_CO2,MIO_EUR,C33,IS	: 	0.02 	0.03 	0.03 	0.04 	0.05 	0.05 	0.05 	0.06 	0.08 	0.07 
A,NRG_CO2,MIO_EUR,C33,IT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,C33,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,NRG_CO2,MIO_EUR,C33,MT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,C33,NL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p
A,NRG_CO2,MIO_EUR,C33,NO	0.64 	0.84 	1.23 	1.18 	1.07 	1.46 	1.42 	1.49 	1.48 	1.88 	2.01 
A,NRG_CO2,MIO_EUR,C33,PL	: 	: 	0.03 	0.02 	0.01 	0 	0 	0 	0 	0.01 	0.01 
A,NRG_CO2,MIO_EUR,C33,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,C33,RO	0.03 	0.03 	0.05 	0.04 	0.02 	0.02 	0.04 	0 	0.01 	0.02 	0.04 
A,NRG_CO2,MIO_EUR,C33,SE	8.46 	7.38 	7.19 	7.07 	6.72 	5.41 	4.83 	4.95 	5.39 	5.14 	5.07 
A,NRG_CO2,MIO_EUR,C33,SI	: 	0 	0.01 	0.09 	0.04 	0.07 	0.11 	0.13 	0.08 	0.1 	0.12 
A,NRG_CO2,MIO_EUR,C33,SK	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e
A,NRG_CO2,MIO_EUR,D,AT	2.74 	2.85 	4.47 	2.84 	3.41 	3.76 	8.57 	6.25 	6.26 	6.07 	8.03 
A,NRG_CO2,MIO_EUR,D,BE	22.84 	70.67 	58.08 	95.91 	71.88 	91.99 	243.01 	245.58 	198.35 	330.55 e	388.12 e
A,NRG_CO2,MIO_EUR,D,BG	21.34 	50.37 	35.06 	116.52 	81.82 	126.48 	356.87 	429.01 	430.7 	737.57 	1005.44 
A,NRG_CO2,MIO_EUR,D,CH	8.01 	8.64 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,NRG_CO2,MIO_EUR,D,CY	1.86 	0.49 	1.1 	0.26 	0.25 	5.97 	25.33 	25.65 	38.9 	76.02 	97 
A,NRG_CO2,MIO_EUR,D,CZ	18.98 	56.8 	50.52 	107.86 	114.22 	198.11 	532.61 	601.21 	627.69 	555.69 	597.9 
A,NRG_CO2,MIO_EUR,D,DE	804.99 e	686.1 e	955.14 e	798.88 e	1308.05 e	2365.53 e	2493.23 e	2657.96 e	5094.06 e	5845.43 e	5467.27 bep
A,NRG_CO2,MIO_EUR,D,DK	27.04 	51.58 	39.14 	60 	39.88 	53.54 	112.52 	94.42 	103.13 	186.97 p	216.11 p
A,NRG_CO2,MIO_EUR,D,EE	0 	16.81 	6.64 	21.08 	22.92 	36.48 	109.7 	106.69 	115.15 	244.97 	293.42 
A,NRG_CO2,MIO_EUR,D,EL	73.34 	138.93 	122.32 	175.33 	134.64 	175.76 	464.45 	442.59 	410.87 	837.88 	1004.9 
A,NRG_CO2,MIO_EUR,D,ES	78.81 	136.83 	229.84 	217.38 	249.9 	396.51 	544.5 	666.89 	699.79 	1000.25 	1337.7 
A,NRG_CO2,MIO_EUR,D,EU27_2020	: 	: 	: 	: 	: 	: 	7503.92 	7947.08 	10212.87 	14362.44 	15425.43 
A,NRG_CO2,MIO_EUR,D,FI	: 	91.92 	53.25 	202.27 	178.91 	210.32 	402.45 	332.1 	339.64 	628.65 	440.98 
A,NRG_CO2,MIO_EUR,D,FR	41.03 e	190.04 e	188.26 e	267.04 e	53.85 e	54.61 e	135.43 e	276.52 e	103.39 e	191.93 p	239.02 p
A,NRG_CO2,MIO_EUR,D,HR	0.64 	0.09 	28.22 	59.23 	20.44 	27.33 	71.45 	71.51 	72.23 	112.02 	143.31 
A,NRG_CO2,MIO_EUR,D,HU	0 	0 	0 	0 	0 	0 	0 	0 	0 	27.44 	36.46 
A,NRG_CO2,MIO_EUR,D,IE	13.38 e	32.45 e	26.58 e	29.31 e	26.43 e	26.65 e	39.15 e	92.29 e	107.36 e	72.9 e	89.51 e
A,NRG_CO2,MIO_EUR,D,IS	0.07 	0.08 	0.08 	0.09 	0.08 	0.11 	0.18 	0.09 	0.14 	0.19 	0.15 
A,NRG_CO2,MIO_EUR,D,IT	0 	226.69 	222.95 	300.35 	233.44 	299.47 	789.82 	727.12 	648.01 	1316.99 	1671.95 
A,NRG_CO2,MIO_EUR,D,LT	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,D,LU	3.38 	3.11 	3.18 	0.68 	0.75 	0.49 	1.26 	2.9 	5.48 	3.37 	4.48 
A,NRG_CO2,MIO_EUR,D,LV	0 	2.93 	3.08 	5.35 	4.37 	3.74 	17.01 	28.5 	20.54 	53.94 	54.41 
A,NRG_CO2,MIO_EUR,D,MT	0.23 	4.47 	3.09 	4.85 	2.99 	4.43 	10.73 	10.57 	12.45 	23.22 	28.57 
A,NRG_CO2,MIO_EUR,D,NL	27 	113 	136 	195 	194 	248 	487 	406 	456 	909 	1101 p
A,NRG_CO2,MIO_EUR,D,NO	6.02 	8.62 	8.05 	7.32 	5.15 	6.36 	6.29 	4.38 	11.41 	11.98 	14.27 
A,NRG_CO2,MIO_EUR,D,PL	: 	: 	49.1 	35.65 	35.81 	90.23 	192.68 	256.82 	276.24 	458.37 	417.55 
A,NRG_CO2,MIO_EUR,D,PT	11.11 	12.39 	26.06 	25.96 	33.84 	71.48 	87.2 	84.41 	83.98 	168.71 	221.01 
A,NRG_CO2,MIO_EUR,D,RO	44.02 	61.82 	74.03 	44.3 	72.53 	131 	191.66 	205.74 	145.98 	311.66 	272.22 
A,NRG_CO2,MIO_EUR,D,SE	34.77 	35.02 	43.27 	65.38 	42.57 	68.61 	97.63 	83.42 	113.87 	146.87 	152.52 
A,NRG_CO2,MIO_EUR,D,SI	47.35 	8.17 	12.98 	54.63 	58.7 	68.99 	79.05 	83.12 	98.95 	112.35 	132.19 
A,NRG_CO2,MIO_EUR,D,SK	0.81 e	5.2 e	3.96 e	4.69 e	3.33 e	4.62 e	10.66 e	9.83 e	3.85 e	3.6 e	4.36 e
A,NRG_CO2,MIO_EUR,E,AT	0 	0 	0 	0 	0 	0 	0 	0 	0 	1.45 	4.73 
A,NRG_CO2,MIO_EUR,E,BE	0 	0.02 	0.04 	0.08 	0.07 	0.12 	0.36 	0.42 	0.29 	0.37 e	0.58 e
A,NRG_CO2,MIO_EUR,E,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,E,CH	0.41 	1.08 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,NRG_CO2,MIO_EUR,E,CY	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,E,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,E,DE	4.02 e	3.16 e	1.27 e	0.61 e	0.95 e	1.61 e	1.44 e	1.84 e	83.51 e	93.58 e	103.94 bep
A,NRG_CO2,MIO_EUR,E,DK	10.38 	5.36 	6.89 	7.37 	7.48 	8.79 	27.86 	29.09 	23.45 	43.83 p	78.8 p
A,NRG_CO2,MIO_EUR,E,EE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,E,EL	0 	0 	0.01 	0 	0.01 	0 	0.05 	0.07 	0.08 	0.15 	0.05 
A,NRG_CO2,MIO_EUR,E,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,E,EU27_2020	: 	: 	: 	: 	: 	: 	96.4 	99.37 	174.9 	204.08 	250.64 b
A,NRG_CO2,MIO_EUR,E,FI	: 	0 	0 	8.2 	0.53 	0.49 	0.55 	0.63 	0.64 	1 	0.34 
A,NRG_CO2,MIO_EUR,E,FR	0 e	5.76 e	12.32 e	19.37 e	27.76 e	44.37 e	47.55 e	43.89 e	48.29 e	47.07 p	44.63 p
A,NRG_CO2,MIO_EUR,E,HR	0.01 	0.01 	0.01 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,E,HU	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,E,IE	1.11 e	2.17 e	3.26 e	2.67 e	3.53 e	3.69 e	4.77 e	7.16 e	6.73 e	6.73 e	7.76 e
A,NRG_CO2,MIO_EUR,E,IS	0.07 	0.09 	0.11 	0.13 	0.17 	0.2 	0.25 	0.23 	0.3 	0.36 	0.32 
A,NRG_CO2,MIO_EUR,E,IT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,E,LT	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,E,LU	0.22 	0.21 	0.24 	0.21 	0.2 	0.21 	0.28 	0.29 	0.36 	0.56 	0.69 
A,NRG_CO2,MIO_EUR,E,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,E,MT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,E,NL	0 	0 	0 	0 	0 	0 	0 	0 	0 	-1 	-1 p
A,NRG_CO2,MIO_EUR,E,NO	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,NRG_CO2,MIO_EUR,E,PL	: 	: 	0.44 	0.29 	0.33 	1.12 	2.44 	6.14 	0.01 	0.09 	0.03 
A,NRG_CO2,MIO_EUR,E,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,E,RO	0 	0 	0 	0 	0 	0.01 	0 	0 	0.04 	0.03 	0.02 
A,NRG_CO2,MIO_EUR,E,SE	19.85 	18.48 	18.31 	16.68 	15.13 	12.83 	10.86 	9.64 	11.28 	10.06 	9.94 
A,NRG_CO2,MIO_EUR,E,SI	0.03 	0 	0 	0.13 	0.26 	0.21 	0.22 	0.19 	0.2 	0.16 	0.13 
A,NRG_CO2,MIO_EUR,E,SK	0 e	0.02 e	0.01 e	0.02 e	0.01 e	0.02 e	0.03 e	0 e	0 e	0 e	0 e
A,NRG_CO2,MIO_EUR,E36,AT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.02 	0.06 
A,NRG_CO2,MIO_EUR,E36,BE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 e	0 e
A,NRG_CO2,MIO_EUR,E36,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,E36,CH	0.06 	0.08 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,NRG_CO2,MIO_EUR,E36,CY	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,E36,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,E36,DE	0.03 e	0.02 e	0.08 e	0.08 e	0.13 e	0.26 e	0.03 e	0.03 e	2.05 e	2.3 e	2.23 bep
A,NRG_CO2,MIO_EUR,E36,DK	: 	0.15 	0.15 	0.2 	0.17 	0.14 	0.16 	0.14 	0.11 	0.15 p	0.15 p
A,NRG_CO2,MIO_EUR,E36,EE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,E36,EL	0 	0 	0.01 	0 	0.01 	0 	0.05 	0.07 	0.08 	0.15 	0 
A,NRG_CO2,MIO_EUR,E36,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,E36,FI	: 	0 	0 	0.87 	0.2 	0.19 	0.15 	0.18 	0.14 	0.15 	0.01 
A,NRG_CO2,MIO_EUR,E36,FR	0 e	0.73 e	1.54 e	2.49 e	3.75 e	5.63 e	6.05 e	5.2 e	5.91 e	5.76 p	5.46 p
A,NRG_CO2,MIO_EUR,E36,HR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,E36,IE	0.02 e	0.33 e	0.33 e	0.32 e	0.46 e	0.46 e	0.64 e	0.71 e	0.74 e	0.9 e	1.03 e
A,NRG_CO2,MIO_EUR,E36,IS	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,E36,IT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,E36,LU	0.01 	0.01 	0.01 	0 	0.01 	0.01 	0.01 	0.01 	0.01 	0.02 	0.03 
A,NRG_CO2,MIO_EUR,E36,MT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,E36,NL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p
A,NRG_CO2,MIO_EUR,E36,NO	0 	0 	0.22 	0.22 	0 	0.1 	0.1 	0.09 	0.1 	0.2 	0.26 
A,NRG_CO2,MIO_EUR,E36,PL	: 	: 	0.06 	0.03 	0.03 	0.08 	0.16 	0.23 	0 	0.01 	0.01 
A,NRG_CO2,MIO_EUR,E36,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,E36,RO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,E36,SE	1.8 	1.82 	1.73 	1.5 	1.48 	1.14 	1.07 	1.12 	1.28 	1.07 	1.22 
A,NRG_CO2,MIO_EUR,E36,SI	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,E36,SK	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e
A,NRG_CO2,MIO_EUR,F,AT	0 	0 	0 	0 	0 	0 	0 	0 	0 	11.25 	36.62 
A,NRG_CO2,MIO_EUR,F,BE	0.02 	0.05 	0.1 	0.2 	0.16 	0.23 	0.58 	0.53 	0.32 	0.55 e	0.9 e
A,NRG_CO2,MIO_EUR,F,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,F,CH	5.61 	6.37 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,NRG_CO2,MIO_EUR,F,CY	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,F,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0.04 	0 	0 
A,NRG_CO2,MIO_EUR,F,DE	0.02 e	0.02 e	0.04 e	0.04 e	0.06 e	0.09 e	0.89 e	1.57 e	262.88 e	296.36 e	205.17 bep
A,NRG_CO2,MIO_EUR,F,DK	28.71 	29.23 	29.83 	30.56 	31.95 	32.95 	31.7 	33.41 	34.36 	37.43 p	39.6 p
A,NRG_CO2,MIO_EUR,F,EE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,F,EL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,F,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,F,EU27_2020	: 	: 	: 	: 	: 	: 	696.37 	635.66 	978.66 	1039.74 	939.57 
A,NRG_CO2,MIO_EUR,F,FI	: 	0 	0 	91.98 	101.34 	128.13 	127.44 	129.61 	126.68 	143.88 	121.23 
A,NRG_CO2,MIO_EUR,F,FR	0.04 e	51.79 e	105.39 e	171.96 e	247.99 e	379.87 e	387.61 e	320.53 e	377.46 e	370.6 p	353.04 p
A,NRG_CO2,MIO_EUR,F,HR	0.06 	0.05 	0.06 	0.03 	0.03 	0.02 	0.02 	0.02 	0.02 	0.01 	0.02 
A,NRG_CO2,MIO_EUR,F,HU	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,F,IE	5.01 	5.85 	5.82 	5.99 	7.21 	7.46 	9.15 	11.71 	20.53 	30.24 	34.91 
A,NRG_CO2,MIO_EUR,F,IS	1.51 	1.91 	2.22 	2.71 	3.63 	4.13 	4.17 	3.3 	4.02 	5.26 	4.52 
A,NRG_CO2,MIO_EUR,F,IT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,F,LT	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,F,LU	2.24 	2.42 	2.6 	2.73 	2.54 	2.77 	3.83 	3.16 	3.67 	4.89 	5.82 
A,NRG_CO2,MIO_EUR,F,LV	0 	0 	0 	0 	0 	0 	0.01 	0.03 	0.05 	0.04 	0.15 
A,NRG_CO2,MIO_EUR,F,MT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,F,NL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p
A,NRG_CO2,MIO_EUR,F,NO	81.47 	81.39 	91.4 	95.47 	122.12 	138.37 	123.74 	111.72 	134.41 	171.84 	159.48 
A,NRG_CO2,MIO_EUR,F,PL	: 	: 	0.01 	0.01 	0.01 	0.04 	0.08 	0.04 	0.03 	0.14 	0.01 
A,NRG_CO2,MIO_EUR,F,PT	0.32 	0.5 	0.75 	0.74 	0.97 	2.05 	2.5 	2.42 	2.4 	4.83 	6.33 
A,NRG_CO2,MIO_EUR,F,RO	0.62 	0.44 	1.19 	0.56 	0.19 	0.3 	0.51 	0.5 	0.43 	0.29 	1.26 
A,NRG_CO2,MIO_EUR,F,SE	220.37 	195.91 	195.46 	185.6 	173.06 	143.8 	130.82 	130.81 	147.92 	136.98 	131.77 
A,NRG_CO2,MIO_EUR,F,SI	0.5 	0.11 	0.2 	0.75 	0.89 	1.01 	1.23 	1.32 	1.87 	2.25 	2.75 
A,NRG_CO2,MIO_EUR,F,SK	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e
A,NRG_CO2,MIO_EUR,G,AT	0.01 	0.01 	0.02 	0.01 	0.02 	0.03 	0.07 	0.06 	0.06 	11.51 	37.36 
A,NRG_CO2,MIO_EUR,G,BE	0.03 	0.1 	0.07 	0.09 	0.09 	0.02 	0.05 	0.02 	0.5 	0.45 e	0.12 e
A,NRG_CO2,MIO_EUR,G,BG	0.03 	0.01 	0.01 	0.01 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,G,CH	24.14 	25.08 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,NRG_CO2,MIO_EUR,G,CY	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,G,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,G,DE	0.18 e	0.17 e	0.23 e	0.03 e	0.06 e	0.17 e	0.21 e	0.11 e	417.85 e	471.41 e	359.44 bep
A,NRG_CO2,MIO_EUR,G,DK	49.14 	25.46 	26.12 	25.71 	26.13 	26.16 	25.07 	24.12 	26.07 	25.05 p	23.24 p
A,NRG_CO2,MIO_EUR,G,EE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.01 	0 
A,NRG_CO2,MIO_EUR,G,EL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,G,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,G,EU27_2020	: 	: 	: 	: 	: 	: 	647.51 	511.09 	1043.62 	1136.58 	1079.58 
A,NRG_CO2,MIO_EUR,G,FI	: 	0 	0 	6.51 	5.4 	6.14 	6.6 	7.14 	5.77 	6.53 	4.09 
A,NRG_CO2,MIO_EUR,G,FR	0 e	65.83 e	132.79 e	211.15 e	328.74 e	486.57 e	453.57 e	329.85 e	398.33 e	388.24 p	368.07 p
A,NRG_CO2,MIO_EUR,G,HR	0.06 	0.03 	0.04 	0.03 	0.03 	0.02 	0.02 	0.02 	0.02 	0.01 	0.01 
A,NRG_CO2,MIO_EUR,G,HU	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,G,IE	14.18 	14.42 	16.58 	17.85 	17.77 	18.34 	18.48 	23.34 	30.89 	48.03 	55.37 
A,NRG_CO2,MIO_EUR,G,IS	0.35 	0.4 	0.45 	0.62 	0.78 	1.18 	1.06 	0.87 	1.01 	1.35 	1.16 
A,NRG_CO2,MIO_EUR,G,IT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,G,LT	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,G,LU	1.74 	1.81 	1.85 	1.87 	1.85 	1.93 	2.78 	1.88 	2.1 	2.83 	3.43 
A,NRG_CO2,MIO_EUR,G,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,G,MT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,G,NL	0 	0 	0 	0 	0 	1 	1 	1 	1 	5 	6 p
A,NRG_CO2,MIO_EUR,G,NO	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,NRG_CO2,MIO_EUR,G,PL	: 	: 	0.32 	2.03 	2.86 	0.34 	1.58 	0.3 	0.19 	6.18 	1.1 
A,NRG_CO2,MIO_EUR,G,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,G,RO	39.96 	37.22 	56.98 	49.16 	32.32 	36.61 	30.24 	27.24 	57.93 	72.59 	114.42 
A,NRG_CO2,MIO_EUR,G,SE	177.79 	155.8 	145.67 	135.66 	130.02 	112.52 	107.84 	96.01 	102.93 	98.74 	106.94 
A,NRG_CO2,MIO_EUR,G,SI	11.67 	0 	0 	0.39 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,G,SK	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e
A,NRG_CO2,MIO_EUR,G45,AT	0 	0 	0 	0 	0 	0 	0 	0 	0 	1.09 	3.56 
A,NRG_CO2,MIO_EUR,G45,BE	0.01 	0.04 	0 	0 	0 	0 	0 	0 	0 	0 e	0 e
A,NRG_CO2,MIO_EUR,G45,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,G45,CH	6.73 	6.67 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,NRG_CO2,MIO_EUR,G45,CY	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,G45,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,G45,DE	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	37.71 e	42.57 e	32.32 bep
A,NRG_CO2,MIO_EUR,G45,DK	: 	5.94 	6.25 	7 	7.36 	7.31 	7.43 	6.99 	7.34 	7.35 p	6.74 p
A,NRG_CO2,MIO_EUR,G45,EE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,G45,EL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,G45,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,G45,FI	: 	0 	0 	2.53 	2.46 	2.81 	3.35 	3.76 	2.43 	3.77 	1.77 
A,NRG_CO2,MIO_EUR,G45,FR	0 e	28.75 e	57.39 e	90.8 e	142.92 e	210.08 e	191.55 e	131.67 e	176.2 e	171.74 p	162.82 p
A,NRG_CO2,MIO_EUR,G45,HR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_CO2,MIO_EUR,G45,IE	1.94 	2.14 	2.55 	3.06 	2.86 	3.09 	2.52 	2.54 	3.84 	5.63 	6.48 
